,file,psnr_raw,psnr_model_1,psnr_model_2,ssim_raw,ssim_model_1,ssim_model_2
0,data/microtubules/reconstructions/microtubules_testing/reconstructions_2705_unstack_postproc/GT/00000_0_gt.tif,36.19865969310866,33.01111386670945,33.9845900568833,0.9145982381108979,0.9183835281611721,0.9196754383490884
1,data/microtubules/reconstructions/microtubules_testing/reconstructions_2705_unstack_postproc/GT/00000_1_gt.tif,25.011763029834526,25.912547526707293,28.6608699178969,0.6637929472003244,0.737695504484357,0.8124707340574236
2,data/microtubules/reconstructions/microtubules_testing/reconstructions_2705_unstack_postproc/GT/00001_0_gt.tif,39.308294884021144,36.244698388352546,37.443933794377074,0.9416380798179205,0.9364205549260589,0.950237135521661
3,data/microtubules/reconstructions/microtubules_testing/reconstructions_2705_unstack_postproc/GT/00001_1_gt.tif,28.024313355281695,27.948911337348644,29.541086957854645,0.7612462341912397,0.8000593930954663,0.8472013162098118
4,data/microtubules/reconstructions/microtubules_testing/reconstructions_2705_unstack_postproc/GT/00002_0_gt.tif,36.51908554726367,33.64675673300282,38.06335099597676,0.8873791366332,0.9019497946767387,0.8911012217034511
5,data/microtubules/reconstructions/microtubules_testing/reconstructions_2705_unstack_postproc/GT/00002_1_gt.tif,29.436320987736604,28.981395576093693,30.61587679463384,0.8095040944638248,0.8423663928020988,0.8730990973695713
6,data/microtubules/reconstructions/microtubules_testing/reconstructions_2705_unstack_postproc/GT/00003_0_gt.tif,42.14426241244424,42.57411306428095,42.245619779246084,0.9607475729476675,0.9707898328759939,0.9766551128284107
7,data/microtubules/reconstructions/microtubules_testing/reconstructions_2705_unstack_postproc/GT/00003_1_gt.tif,28.753595809664553,28.966988527799984,30.707623640579342,0.7918881955609853,0.830264086429383,0.860131064820465
8,data/microtubules/reconstructions/microtubules_testing/reconstructions_2705_unstack_postproc/GT/00004_0_gt.tif,38.68557734646339,34.22587527206518,35.184406911945956,0.931419695680205,0.9156955222735803,0.9262912352259036
9,data/microtubules/reconstructions/microtubules_testing/reconstructions_2705_unstack_postproc/GT/00004_1_gt.tif,25.07842638978186,26.54054027197866,28.48397368808968,0.6412547407696069,0.7331770632637443,0.758394519806184
10,data/microtubules/reconstructions/microtubules_testing/reconstructions_2705_unstack_postproc/GT/00005_0_gt.tif,40.66786278261978,40.42313508971884,42.646007277127595,0.9524258791618934,0.9652927967537721,0.9573939606485169
11,data/microtubules/reconstructions/microtubules_testing/reconstructions_2705_unstack_postproc/GT/00005_1_gt.tif,25.753203536169828,25.910705359841828,29.502561189553838,0.7022280481041826,0.7595265870721197,0.8185306903490585
12,data/microtubules/reconstructions/microtubules_testing/reconstructions_2705_unstack_postproc/GT/00006_0_gt.tif,38.175834611852196,36.421721767109226,37.19053476531237,0.930884063980244,0.936073073133656,0.9372327382117192
13,data/microtubules/reconstructions/microtubules_testing/reconstructions_2705_unstack_postproc/GT/00006_1_gt.tif,27.566580179404085,28.226933358291966,30.913700132432346,0.7211334450166084,0.7836074860368317,0.8460769103197975
14,data/microtubules/reconstructions/microtubules_testing/reconstructions_2705_unstack_postproc/GT/00007_0_gt.tif,35.0710945022314,34.359264847589145,35.19497516414556,0.9046672406480951,0.9139837218387186,0.9118415991070492
15,data/microtubules/reconstructions/microtubules_testing/reconstructions_2705_unstack_postproc/GT/00007_1_gt.tif,29.67747227426219,30.053323897768998,30.854136207293536,0.8035489686542552,0.8441239793906072,0.863902183232792
16,data/microtubules/reconstructions/microtubules_testing/reconstructions_2705_unstack_postproc/GT/00008_0_gt.tif,35.064129764854506,34.734187005236834,35.910872196945036,0.8881004297272597,0.904025136574262,0.9285770235094617
17,data/microtubules/reconstructions/microtubules_testing/reconstructions_2705_unstack_postproc/GT/00008_1_gt.tif,30.84301004602256,29.747290328151866,31.13354658800134,0.8320482435044418,0.86286889592042,0.8860638211161529
18,data/microtubules/reconstructions/microtubules_testing/reconstructions_2705_unstack_postproc/GT/00009_0_gt.tif,36.15845282100244,35.23361819718057,36.78139582650212,0.9073731899072044,0.9113375420969589,0.914532756011198
19,data/microtubules/reconstructions/microtubules_testing/reconstructions_2705_unstack_postproc/GT/00009_1_gt.tif,26.565743272335226,27.79171060387093,28.97323828212525,0.7077778818765498,0.7842655234129438,0.8173740868633577
20,data/microtubules/reconstructions/microtubules_testing/reconstructions_2705_unstack_postproc/GT/00010_0_gt.tif,39.99163268463269,33.21024097590701,35.02381868765125,0.9506209370079546,0.9289532266509752,0.920055047308395
21,data/microtubules/reconstructions/microtubules_testing/reconstructions_2705_unstack_postproc/GT/00010_1_gt.tif,26.847697196126386,27.94647822438046,28.66230395006946,0.6682770754167205,0.7529271468983898,0.815527948854992
22,data/microtubules/reconstructions/microtubules_testing/reconstructions_2705_unstack_postproc/GT/00011_0_gt.tif,39.698274211124875,40.10151452337502,40.94386676435539,0.9384457482101141,0.9527242197579255,0.9557037258558125
23,data/microtubules/reconstructions/microtubules_testing/reconstructions_2705_unstack_postproc/GT/00011_1_gt.tif,28.77852122878554,29.229157751150044,31.65864024792117,0.7487654482652408,0.8057754281916107,0.8571148689034231
24,data/microtubules/reconstructions/microtubules_testing/reconstructions_2705_unstack_postproc/GT/00012_0_gt.tif,37.572626469039264,37.23679398998418,38.233772583614446,0.9232580454163895,0.9367038500909644,0.9447313291936439
25,data/microtubules/reconstructions/microtubules_testing/reconstructions_2705_unstack_postproc/GT/00012_1_gt.tif,27.816379854509528,28.690078645879264,31.04113702727245,0.7302777006156398,0.8002750067626514,0.8460378764758796
26,data/microtubules/reconstructions/microtubules_testing/reconstructions_2705_unstack_postproc/GT/00013_0_gt.tif,37.28810580160057,34.950631890201095,36.699520062768286,0.9314522663520108,0.9293438095409954,0.9421071401175709
27,data/microtubules/reconstructions/microtubules_testing/reconstructions_2705_unstack_postproc/GT/00013_1_gt.tif,25.934229318567258,27.148142264468316,29.554847391972192,0.6937863070059467,0.7668857800444671,0.8412959642890577
28,data/microtubules/reconstructions/microtubules_testing/reconstructions_2705_unstack_postproc/GT/00014_0_gt.tif,37.68709299414487,38.530477539993576,39.88635123677394,0.91069945996108,0.9403651512696456,0.9539582913497782
29,data/microtubules/reconstructions/microtubules_testing/reconstructions_2705_unstack_postproc/GT/00014_1_gt.tif,28.405406747179086,29.00372460968818,32.12691630005425,0.7222751166776582,0.7799285691858162,0.8511526893974373
30,data/microtubules/reconstructions/microtubules_testing/reconstructions_2705_unstack_postproc/GT/00015_0_gt.tif,37.32700685963357,37.61261623164903,35.211409310276565,0.9213991360748821,0.9365381039574459,0.935308940262189
31,data/microtubules/reconstructions/microtubules_testing/reconstructions_2705_unstack_postproc/GT/00015_1_gt.tif,27.94152249511121,28.531907884797466,30.888012850890032,0.7208194790338048,0.7706216373385374,0.8366895281125586
32,data/microtubules/reconstructions/microtubules_testing/reconstructions_2705_unstack_postproc/GT/00016_0_gt.tif,36.47469838005393,35.196544571849714,36.56241447599365,0.9182289712022822,0.9255591447237919,0.936773833912838
33,data/microtubules/reconstructions/microtubules_testing/reconstructions_2705_unstack_postproc/GT/00016_1_gt.tif,28.34369521476418,28.29021938246617,31.22217128574244,0.7583563850283799,0.8022418417607601,0.8437706578906345
34,data/microtubules/reconstructions/microtubules_testing/reconstructions_2705_unstack_postproc/GT/00017_0_gt.tif,36.37821988048033,36.7792217367762,37.80218878093639,0.91431634384152,0.9345639882470209,0.9387083597446235
35,data/microtubules/reconstructions/microtubules_testing/reconstructions_2705_unstack_postproc/GT/00017_1_gt.tif,27.46581360840328,29.278131153084907,29.79852315708982,0.7037103772289375,0.7998169888635549,0.835834268525184
36,data/microtubules/reconstructions/microtubules_testing/reconstructions_2705_unstack_postproc/GT/00018_0_gt.tif,33.99991952559018,33.649498110616534,34.407796185103024,0.8921711647948456,0.9091746915655676,0.9132630459235713
37,data/microtubules/reconstructions/microtubules_testing/reconstructions_2705_unstack_postproc/GT/00018_1_gt.tif,27.73018101341438,28.914762368562986,30.09524130621095,0.7487918824108892,0.806464787040886,0.8450450511481087
38,data/microtubules/reconstructions/microtubules_testing/reconstructions_2705_unstack_postproc/GT/00019_0_gt.tif,40.614572518608234,40.48029910795306,39.89760366477985,0.9499131968590575,0.9565373462126558,0.9537764847985954
39,data/microtubules/reconstructions/microtubules_testing/reconstructions_2705_unstack_postproc/GT/00019_1_gt.tif,24.741461175123938,25.718794358703356,28.870186259719762,0.6328184995218437,0.7172764581945822,0.797230723301799
